DATABASE;NAME;EQUATION;CODE;MAIN EQUATION;ENZYME;PATHWAY;KEGG MAPS;REVERSIBILITY;DELTAG;DELTAGERR;KEGGID;ARGONNEID;MODELID;MODELS
rxn13177;Pantothenate kinase;cpd00002 + cpd00644 <=> cpd00008 + cpd16860;cpd00002 + cpd00644 <=> cpd00008 + cpd16860;;;iIN800;;;;;;rxn13177;YDR531W;iIN800:YDR531W
rxn13178;Mitochondrial phosphate carrier protein 2;cpd00009 <=> cpd00009[m];cpd00009 <=> cpd00009[m];;;iIN800;;;;;;rxn13178;YER053C;iIN800:YER053C
rxn13179;Probable prolyl-tRNA synthetase, mitochondrial;cpd00002 + cpd00067 + cpd00129[m] + cpd11920[m] <=> cpd00012 + cpd00018 + cpd12164[m];cpd00002 + cpd00129[m] + cpd11920[m] <=> cpd00012 + cpd00018 + cpd12164[m];;;iIN800;;;;;;rxn13179;YER087W;iIN800:YER087W
rxn13180;Putative cystathionine beta-lyase;cpd00001 + cpd00424 <=> cpd00013 + cpd00020 + cpd03160;cpd00001 + cpd00424 <=> cpd00013 + cpd00020 + cpd03160;;;iIN800;;;;;;rxn13180;YFR055W;iIN800:YFR055W
rxn13181;Putative cysteine synthase;cpd00002[m] + cpd00067 + cpd00084[m] + cpd11910[m] <=> cpd00012[m] + cpd00018 + cpd12255[m];cpd00002[m] + cpd00084[m] + cpd11910[m] <=> cpd00012[m] + cpd00018 + cpd12255[m];;;iIN800;;;;;;rxn13181;YGR012W_1;iIN800:YGR012W_1
rxn13182;Kynureninase;cpd00001 + cpd01804 <=> cpd00035 + cpd00067 + cpd00483;cpd00001 + cpd01804 <=> cpd00035 + cpd00483;;;iIN800;;;;;;rxn13182;YLR231C_2;iIN800:YLR231C_2
rxn13183;biomass_SC5_notrace;(59.276) cpd00001 + (59.276) cpd00002 + (0.046) cpd00018 + (0.3018) cpd00023 + (0.2904) cpd00033 + (0.4588) cpd00035 + (0.2862) cpd00039 + (0.2975) cpd00041 + (0.0447) cpd00046 + (0.02) cpd00048 + (0.1607) cpd00051 + (0.1054) cpd00053 + (0.1854) cpd00054 + (0.0507) cpd00060 + (0.0284) cpd00065 + (0.1339) cpd00066 + (0.102) cpd00069 + (0.0066) cpd00084 + (0.0599) cpd00091 + (0.2964) cpd00107 + (0.0663) cpd00119 + (0.046) cpd00126 + (0.1647) cpd00129 + (0.1017) cpd00132 + (0.5185) cpd00155 + (0.2646) cpd00156 + (0.1914) cpd00161 + (0.0024) cpd00206 + (0.00099) cpd00220 + (0.0036) cpd00294 + (0.0024) cpd00296 + (0.0036) cpd00298 + (0.1927) cpd00322 + (0.0234) cpd00794 + (0.0007) cpd01170 + (0.0015) cpd03221 + (0.8079) cpd11685 + (1.1348) cpd11791 + (0.000006) cpd15276 + (0.00006) cpd15278 + (0.000045) cpd15279 + (0.000017) cpd15282 + (0.000053) cpd15286 + (0.000066) cpd15296 <=> (59.276) cpd00008 + (59.305) cpd00009 + (58.7) cpd00067;(59.276) cpd00001 + (59.276) cpd00002 + (0.046) cpd00018 + (0.3018) cpd00023 + (0.2904) cpd00033 + (0.4588) cpd00035 + (0.2862) cpd00039 + (0.2975) cpd00041 + (0.0447) cpd00046 + (0.02) cpd00048 + (0.1607) cpd00051 + (0.1054) cpd00053 + (0.1854) cpd00054 + (0.0507) cpd00060 + (0.0284) cpd00065 + (0.1339) cpd00066 + (0.102) cpd00069 + (0.0066) cpd00084 + (0.0599) cpd00091 + (0.2964) cpd00107 + (0.0663) cpd00119 + (0.046) cpd00126 + (0.1647) cpd00129 + (0.1017) cpd00132 + (0.5185) cpd00155 + (0.2646) cpd00156 + (0.1914) cpd00161 + (0.0024) cpd00206 + (0.00099) cpd00220 + (0.0036) cpd00294 + (0.0024) cpd00296 + (0.0036) cpd00298 + (0.1927) cpd00322 + (0.0234) cpd00794 + (0.0007) cpd01170 + (0.0015) cpd03221 + (0.8079) cpd11685 + (1.1348) cpd11791 + (0.000006) cpd15276 + (0.00006) cpd15278 + (0.000045) cpd15279 + (0.000017) cpd15282 + (0.000053) cpd15286 + (0.000066) cpd15296 <=> (59.276) cpd00008 + (59.305) cpd00009;;;;;;;;;rxn13183;biomass_SC5_notrace;iMM904:biomass_SC5_notrace
rxn13184;1,6-beta-glucan synthase;cpd00026 <=> cpd00014 + cpd00067 + cpd12121;cpd00026 <=> cpd00014 + cpd12121;;;Alternate Carbon Metabolism;;;;;;rxn13184;16GS;iMM904:16GS
rxn13185;ADP-ribose 2,3-cyclic phosphodiesterase;cpd00001 + cpd00067 + cpd01570 <=> cpd00700;cpd00001 + cpd01570 <=> cpd00700;;;Other;;;;;;rxn13185;23CAPPD;iMM904:23CAPPD
rxn13186;2-hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone methyltransferase, mitochondrial;cpd00017 + cpd03442 <=> cpd00019 + cpd00067 + cpd15290;cpd00017 + cpd03442 <=> cpd00019 + cpd15290;;;Quinone Biosynthesis;;;;;;rxn13186;2HMHMBQMTm;iMM904:2HMHMBQMTm
rxn13187;2-hexaprenyl-3-methyl-6-methoxy-1,4-benzoquinone monooxygenase, mitochondrial;(0.5) cpd00007 + cpd03441 <=> cpd03442;(0.5) cpd00007 + cpd03441 <=> cpd03442;;;Quinone Biosynthesis;;;;;;rxn13187;2HPMMBQMOm;iMM904:2HPMMBQMOm
rxn13188;2-methylbutyl transport (extracellular);cpd16872 <=> cpd16872[e];cpd16872 <=> cpd16872[e];;;Transport, Extracellular;;;;;;rxn13188;2MBACt;iMM904:2MBACt
rxn13189;2-Methylbutanal transport (extracellular);cpd01499 <=> cpd01499[e];cpd01499 <=> cpd01499[e];;;Transport, Extracellular;;;;;;rxn13189;2MBALDt;iMM904:2MBALDt
rxn13190;2-Methylbutanal transport (mitochondrial);cpd01499 <=> cpd01499[m];cpd01499 <=> cpd01499[m];;;Transport, Mitochondrial;;;;;;rxn13190;2MBALDtm;iMM904:2MBALDtm
rxn13191;2-methyl-1-butanol transport (extracellular);cpd16873 <=> cpd16873[e];cpd16873 <=> cpd16873[e];;;Transport, Extracellular;;;;;;rxn13191;2MBTOHt;iMM904:2MBTOHt
rxn13192;2-methyl-1-butanol transport (mitochondrial);cpd16873 <=> cpd16873[m];cpd16873 <=> cpd16873[m];;;Transport, Mitochondrial;;;;;;rxn13192;2MBTOHtm;iMM904:2MBTOHtm
rxn13193;2-methylpropanal transport (extracellular);cpd16874 <=> cpd16874[e];cpd16874 <=> cpd16874[e];;;Transport, Extracellular;;;;;;rxn13193;2MPPALt;iMM904:2MPPALt
rxn13194;2-methylpropanal transport (mitochondrial);cpd16874 <=> cpd16874[m];cpd16874 <=> cpd16874[m];;;Transport, Mitochondrial;;;;;;rxn13194;2MPPALtm;iMM904:2MPPALtm
rxn13195;2obut transporter (mitochondrial);cpd00094 <=> cpd00094[m];cpd00094 <=> cpd00094[m];;;Transport, Mitochondrial;;;;;;rxn13195;2OBUTtm;iMM904:2OBUTtm
rxn13196;2-phenylethanol reversible transport;cpd03481[e] <=> cpd03481;cpd03481[e] <=> cpd03481;;;Transport, Extracellular;;;;;;rxn13196;2PHETOHt;iMM904:2PHETOHt
rxn13197;2-phenylethanol reversible transport, mitochondrial;cpd03481[m] <=> cpd03481;cpd03481[m] <=> cpd03481;;;Transport, Mitochondrial;;;;;;rxn13197;2PHETOHtm;iMM904:2PHETOHtm
rxn13198;2-Isopropylmalate transport, diffusion;cpd01646 <=> cpd01646[e];cpd01646 <=> cpd01646[e];;;Transport, Extracellular;;;;;;rxn13198;3C3HMPt;iMM904:3C3HMPt
rxn13199;3-Hexaprenyl-4,5-dihydroxybenzoate transport, mitochondrial;cpd03092 <=> cpd03092[m];cpd03092 <=> cpd03092[m];;;Transport, Mitochondrial;;;;;;rxn13199;3DH5HPBtm;iMM904:3DH5HPBtm
rxn13200;3-Isopropylmalate 3-methyltransferase;cpd00017 + cpd02693 <=> cpd00019 + cpd16875;cpd00017 + cpd02693 <=> cpd00019 + cpd16875;;;Complex Alcohol Metabolism;;;;;;rxn13200;3IPM3MT;iMM904:3IPM3MT
rxn13201;3-methylbutanal transport (extracellular);cpd04534 <=> cpd04534[e];cpd04534 <=> cpd04534[e];;;Transport, Extracellular;;;;;;rxn13201;3MBALDt;iMM904:3MBALDt
rxn13202;3-methylbutanal transport (mitochondrial);cpd04534 <=> cpd04534[m];cpd04534 <=> cpd04534[m];;;Transport, Mitochondrial;;;;;;rxn13202;3MBALDtm;iMM904:3MBALDtm
rxn13203;3-Methyl-2-oxobutanoate decarboxylase;cpd00067 + cpd00123 <=> cpd00011 + cpd16874;cpd00123 <=> cpd00011 + cpd16874;;;Complex Alcohol Metabolism;;;;;;rxn13203;3MOBDC;iMM904:3MOBDC
rxn13204;3-Hexaprenyl-4,5-dihydroxybenzoate hydroxylase, mitochondrial;(0.5) cpd00007 + cpd09429 <=> cpd03092;(0.5) cpd00007 + cpd09429 <=> cpd03092;;;Quinone Biosynthesis;;;;;;rxn13204;3OPHB5Hm;iMM904:3OPHB5Hm
rxn13205;3-Octaprenyl-4-hydroxybenzoate mitochondrial transport;cpd09429 <=> cpd09429[m];cpd09429 <=> cpd09429[m];;;Transport, Mitochondrial;;;;;;rxn13205;3OPHB_5tm;iMM904:3OPHB_5tm
rxn13206;4-Aminobenzoate mitochondrial transport via diffusion;cpd00443 <=> cpd00443[e];cpd00443 <=> cpd00443[e];;;Transport, Extracellular;;;;;;rxn13206;4ABZt;iMM904:4ABZt
rxn13207;4-hydroxybenzoyl-CoA formation;cpd00001 + cpd00003 + cpd00010 + cpd00192 <=> cpd00004 + cpd00022 + cpd00067 + cpd16876;cpd00001 + cpd00003 + cpd00010 + cpd00192 <=> cpd00004 + cpd00022 + cpd16876;;;Quinone Biosynthesis;;;;;;rxn13207;4HBZCOAFm;iMM904:4HBZCOAFm
rxn13208;4-hydroxybenzoate formation;cpd00001 + cpd16876 <=> cpd00010 + cpd00067 + cpd00136;cpd00001 + cpd16876 <=> cpd00010 + cpd00136;;;Quinone Biosynthesis;;;;;;rxn13208;4HBZFm;iMM904:4HBZFm
rxn13209;4-Methyl-2-oxopentanoate decarboxylase;cpd00067 + cpd00200 <=> cpd00011 + cpd04534;cpd00200 <=> cpd00011 + cpd04534;;;Complex Alcohol Metabolism;;;;;;rxn13209;4MOPDC;iMM904:4MOPDC
rxn13210;acetyl-CoA acyltransferase (tetracosanoyl-CoA), peroxisomal;cpd00010 + cpd15207 <=> cpd00022 + cpd16894;cpd00010 + cpd15207 <=> cpd00022 + cpd16894;;;Fatty Acid Degradation;;;;;;rxn13210;ACACT9p;iMM904:ACACT9p
rxn13211;Acetaldehyde condensation;(2) cpd00071 <=> cpd00361;(2) cpd00071 <=> cpd00361;;;Alternate Carbon Metabolism;;;;;;rxn13211;ACALDCD;iMM904:ACALDCD
rxn13212;acetaldehyde mitochondrial diffusion;cpd00071[m] <=> cpd00071;cpd00071[m] <=> cpd00071;;;Transport, Mitochondrial;;;;;;rxn13212;ACALDtm;iMM904:ACALDtm
rxn13213;acetyl-CoA transport, nuclear;cpd00022 <=> cpd00022[n];cpd00022 <=> cpd00022[n];;;Transport, Nuclear;;;;;;rxn13213;ACCOAtn;iMM904:ACCOAtn
rxn13214;acetic ester transport (extracellular);cpd11966 <=> cpd11966[e];cpd11966 <=> cpd11966[e];;;Transport, Extracellular;;;;;;rxn13214;ACESt;iMM904:ACESt
rxn13215;Isoamyl acetate-hydrolyzing esterase;cpd00001 + cpd09068 <=> cpd00029 + cpd00067 + cpd04533;cpd00001 + cpd09068 <=> cpd00029 + cpd04533;;;Complex Alcohol Metabolism;;;;;;rxn13215;ACHLE1;iMM904:ACHLE1
rxn13216;Isobutyl acetate-hydrolyzing esterase;cpd00001 + cpd16884 <=> cpd00029 + cpd00067 + cpd10408;cpd00001 + cpd16884 <=> cpd00029 + cpd10408;;;Complex Alcohol Metabolism;;;;;;rxn13216;ACHLE2;iMM904:ACHLE2
rxn13217;Ethyl acetate-hydrolyzing esterase;cpd00001 + cpd11966 <=> cpd00029 + cpd00067 + cpd00363;cpd00001 + cpd11966 <=> cpd00029 + cpd00363;;;Complex Alcohol Metabolism;;;;;;rxn13217;ACHLE3;iMM904:ACHLE3
rxn13218;trans-aconitate 3-methyltransferase;cpd00017 + cpd01563 <=> cpd00019 + cpd16879;cpd00017 + cpd01563 <=> cpd00019 + cpd16879;;;Other;;;;;;rxn13218;ACON3MT;iMM904:ACON3MT
rxn13219;1-Acyl-glycerol-3-phosphate acyltransferase, yeast-specific;(0.27) cpd00134 + (0.05) cpd00327 + (0.01) cpd00517 + (0.06) cpd01260 + (0.1) cpd01695 + (0.02) cpd03128 + (0.17) cpd15238 + (0.24) cpd15274 + (0.09) cpd16890 <=> cpd00010 + (0.01) cpd15276;(0.27) cpd00134 + (0.05) cpd00327 + (0.01) cpd00517 + (0.06) cpd01260 + (0.1) cpd01695 + (0.02) cpd03128 + (0.17) cpd15238 + (0.24) cpd15274 + (0.09) cpd16890 <=> cpd00010 + (0.01) cpd15276;;;Phospholipid Biosynthesis;;;;;;rxn13219;AGAT_SC;iMM904:AGAT_SC
rxn13220;AKG transporter, peroxisome;cpd00024 <=> cpd00024[x];cpd00024 <=> cpd00024[x];;;Transport, Peroxisomal;;;;;;rxn13220;AKGtp;iMM904:AKGtp
rxn13221;Alanine transport from mitochondia to cytoplasm;cpd00035[m] <=> cpd00035;cpd00035[m] <=> cpd00035;;;Transport, Mitochondrial;;;;;;rxn13221;ALAtmi;iMM904:ALAtmi
rxn13222;aldehyde dehydrogenase (2-methylbutanol, NAD);cpd00004 + cpd00067 + cpd01499 <=> cpd00003 + cpd16873;cpd00004 + cpd01499 <=> cpd00003 + cpd16873;;;Complex Alcohol Metabolism;;;;;;rxn13222;ALCD22xim|ALCD22xi;iMM904:ALCD22xim|iMM904:ALCD22xi
rxn13223;aldehyde dehydrogenase (2-methylbutanol, NADP);cpd00005 + cpd00067 + cpd01499 <=> cpd00006 + cpd16873;cpd00005 + cpd01499 <=> cpd00006 + cpd16873;;;Complex Alcohol Metabolism;;;;;;rxn13223;ALCD22yi;iMM904:ALCD22yi
rxn13224;aldehyde dehydrogenase (isobutyl alcohol, NAD);cpd00004 + cpd00067 + cpd16874 <=> cpd00003 + cpd10408;cpd00004 + cpd16874 <=> cpd00003 + cpd10408;;;Complex Alcohol Metabolism;;;;;;rxn13224;ALCD23xi|ALCD23xim;iMM904:ALCD23xi|iMM904:ALCD23xim
rxn13225;aldehyde dehydrogenase (isobutyl alcohol, NADP);cpd00005 + cpd00067 + cpd16874 <=> cpd00006 + cpd10408;cpd00005 + cpd16874 <=> cpd00006 + cpd10408;;;Complex Alcohol Metabolism;;;;;;rxn13225;ALCD23yi;iMM904:ALCD23yi
rxn13226;aldehyde dehydrogenase (2-phenylethanol, NADP);cpd00005 + cpd00067 + cpd00464 <=> cpd00006 + cpd03481;cpd00005 + cpd00464 <=> cpd00006 + cpd03481;;;Complex Alcohol Metabolism;;;;;;rxn13226;ALCD25yi;iMM904:ALCD25yi
rxn13227;AMP transport via diffusion (cytosol to nucleus);cpd00018[n] <=> cpd00018;cpd00018[n] <=> cpd00018;;;Transport, Nuclear;;;;;;rxn13227;AMPtn;iMM904:AMPtn
rxn13228;L-arginine transport in via proton antiport (vacuolar);cpd00051 + cpd00067[v] <=> cpd00051[v] + cpd00067;cpd00051[v] <=> cpd00051[v];;;Transport, Vacuolar;;;;;;rxn13228;ARGt6;iMM904:ARGt6
rxn13229;L-asparagine transport in via proton antiport (vacuolar);cpd00067[v] + cpd00132 <=> cpd00067 + cpd00132[v];cpd00067[v] + cpd00132 <=> cpd00132[v];;;Transport, Vacuolar;;;;;;rxn13229;ASNt6;iMM904:ASNt6
rxn13230;L-asparagine transport out via proton symport, vacuolar;cpd00067[v] + cpd00132[v] <=> cpd00067 + cpd00132;cpd00067[v] + cpd00132[v] <=> cpd00132;;;Transport, Vacuolar;;;;;;rxn13230;ASNt7;iMM904:ASNt7
rxn13231;Aspartate-glutamate transporter;cpd00023 + cpd00041[m] <=> cpd00023[m] + cpd00041;cpd00023 + cpd00041[m] <=> cpd00023[m] + cpd00041;;;Transport, Mitochondrial;;;;;;rxn13231;ASPGLU2m;iMM904:ASPGLU2m
rxn13232;L-aspartate nuclear transport via diffusion;cpd00041[n] <=> cpd00041;cpd00041[n] <=> cpd00041;;;Transport, Nuclear;;;;;;rxn13232;ASPt5n;iMM904:ASPt5n
rxn13233;L-aspartate transport out via proton symport, vacuolar;cpd00041[v] + cpd00067[v] <=> cpd00041 + cpd00067;cpd00041[v][v] <=> cpd00041;;;Transport, Vacuolar;;;;;;rxn13233;ASPt7;iMM904:ASPt7
rxn13234;C-22 sterol desaturase (NAD);cpd00004 + cpd00007 + cpd00067 + cpd15234 <=> (2) cpd00001 + cpd00003 + cpd03223;cpd00004 + cpd00007 + cpd15234 <=> (2) cpd00001 + cpd00003 + cpd03223;;;Sterol Metabolism;;;;;;rxn13234;C22STDSx;iMM904:C22STDSx
rxn13235;ceramide-1 (C24) endoplasmic reticular transport;cpd15220 <=> cpd15220[r];cpd15220 <=> cpd15220[r];;;Transport, Endoplasmic Reticular;;;;;;rxn13235;CER1_24ter;iMM904:CER1_24ter
rxn13236;ceramide-1 (C26) endoplasmic reticular transport;cpd15221 <=> cpd15221[r];cpd15221 <=> cpd15221[r];;;Transport, Endoplasmic Reticular;;;;;;rxn13236;CER1_26ter;iMM904:CER1_26ter
rxn13237;ceramide-2 (C24) endoplasmic reticular transport;cpd15224 <=> cpd15224[r];cpd15224 <=> cpd15224[r];;;Transport, Endoplasmic Reticular;;;;;;rxn13237;CER2_24ter;iMM904:CER2_24ter
rxn13238;ceramide-2 (C26) endoplasmic reticular transport;cpd15225 <=> cpd15225[r];cpd15225 <=> cpd15225[r];;;Transport, Endoplasmic Reticular;;;;;;rxn13238;CER2_26ter;iMM904:CER2_26ter
rxn13239;alkaline ceramidase (ceramide-1), endoplasmic reticulum;cpd00010 + cpd00067 + cpd15220 <=> cpd00623 + cpd16894;cpd00010 + cpd15220 <=> cpd00623 + cpd16894;;;Sphingolipid Metabolism;;;;;;rxn13239;CERASE124er|CERS124er|CERS124;iMM904:CERASE124er|iMM904:CERS124er|iMM904:CERS124
rxn13240;alkaline ceramidase (ceramide-2), endoplasmic reticulum;cpd00010 + cpd00067 + cpd15224 <=> cpd08926 + cpd16894;cpd00010 + cpd15224 <=> cpd08926 + cpd16894;;;Sphingolipid Metabolism;;;;;;rxn13240;CERS224er|CERASE224er|CERS224;iMM904:CERS224er|iMM904:CERASE224er|iMM904:CERS224
rxn13241;chitin deacetylase;cpd00001 + cpd11683 <=> cpd00029 + cpd00067 + cpd11741 + cpd15304;cpd00001 + cpd11683 <=> cpd00029 + cpd11741 + cpd15304;;;Glutamate metabolism;;;;;;rxn13241;CHTNDA;iMM904:CHTNDA
rxn13242;chitin synthase;cpd00175 + cpd15304 <=> cpd00014 + cpd00067 + cpd11683;cpd00175 + cpd15304 <=> cpd00014 + cpd11683;;;Glutamate metabolism;;;;;;rxn13242;CHTNS;iMM904:CHTNS
rxn13243;CoA transporter (mitochondrial), irreversible;cpd00010 <=> cpd00010[m];cpd00010 <=> cpd00010[m];;;Transport, Mitochondrial;;;;;;rxn13243;COAtim;iMM904:COAtim
rxn13244;coenzyme A transport, nuclear;cpd00010 <=> cpd00010[n];cpd00010 <=> cpd00010[n];;;Transport, Nuclear;;;;;;rxn13244;COAtn;iMM904:COAtn
rxn13245;CTP/CMP antiport;cpd00046[m] + cpd00052 + (2) cpd00067 <=> cpd00046 + cpd00052[m] + (2) cpd00067[m];cpd00046[m] + cpd00052 <=> cpd00046 + cpd00052[m][m];;;Transport, Mitochondrial;;;;;;rxn13245;CTPtm;iMM904:CTPtm
rxn13246;D-lactate dehydrogenase, cytosolic/mitochondrial;(2) cpd00109[m] + cpd00221 <=> cpd00020 + (2) cpd00110[m];(2) cpd00109[m] + cpd00221 <=> cpd00020 + (2) cpd00110[m];;;Alternate Carbon Metabolism;;;;;;rxn13246;D-LACDcm;iMM904:D-LACDcm
rxn13247;D-lactate/pyruvate antiport, mitochondrial;cpd00020[m] + cpd00221 <=> cpd00020 + cpd00221[m];cpd00020[m] + cpd00221 <=> cpd00020 + cpd00221[m];;;Transport, Mitochondrial;;;;;;rxn13247;D-LACt2m;iMM904:D-LACt2m
rxn13248;Myristicoyl-CoA desaturase (n-C14:0CoA -> n-C14:1CoA);cpd00005 + cpd00007 + cpd00067 + cpd01695 <=> (2) cpd00001 + cpd00006 + cpd16893;cpd00005 + cpd00007 + cpd01695 <=> (2) cpd00001 + cpd00006 + cpd16893;;;Fatty Acid  Biosynthesis;;;;;;rxn13248;DESAT14;iMM904:DESAT14
rxn13249;Oleoyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA);cpd00005 + cpd00007 + cpd00067 + cpd15274 <=> (2) cpd00001 + cpd00006 + cpd16890;cpd00005 + cpd00007 + cpd15274 <=> (2) cpd00001 + cpd00006 + cpd16890;;;Fatty Acid  Biosynthesis;;;;;;rxn13249;DESAT18_2;iMM904:DESAT18_2
rxn13251;Fumarate dependent DHORD;cpd00106 + cpd00282 <=> cpd00036 + cpd00247;cpd00106 + cpd00282 <=> cpd00036 + cpd00247;;;Purine and Pyrimidine Biosynthesis;;;;;;rxn13251;DHORDfum;iMM904:DHORDfum
rxn13253;Endopolygalacturonase (extracellular);cpd00001 + cpd11601 <=> cpd00280;cpd00001 + cpd11601 <=> cpd00280;;;Alternate Carbon Metabolism;;;;;;rxn13253;EPGALURSe;iMM904:EPGALURSe
rxn13254;Acyl-CoA:episterol acyltransferase, yeast-specific;(0.02) cpd00134 + (0.03) cpd00327 + (0.015) cpd01695 + (0.01) cpd14514 + (0.655) cpd15238 + (0.01) cpd15241 + (0.27) cpd15274 <=> cpd00010 + (0.01) cpd16880;(0.02) cpd00134 + (0.03) cpd00327 + (0.015) cpd01695 + (0.01) cpd14514 + (0.655) cpd15238 + (0.01) cpd15241 + (0.27) cpd15274 <=> cpd00010 + (0.01) cpd16880;;;Sterol Metabolism;;;;;;rxn13254;EPISTAT_SC;iMM904:EPISTAT_SC
rxn13255;episterol ester hydrolase, yeast-specific;cpd00001 + (0.01) cpd16880 <=> cpd00067 + (0.02) cpd00214 + (0.015) cpd03847 + (0.03) cpd11419 + (0.01) cpd14514 + (0.655) cpd15237 + (0.01) cpd15240 + (0.27) cpd15269;cpd00001 + (0.01) cpd16880 <=> (0.02) cpd00214 + (0.015) cpd03847 + (0.03) cpd11419 + (0.01) cpd14514 + (0.655) cpd15237 + (0.01) cpd15240 + (0.27) cpd15269;;;Sterol Metabolism;;;;;;rxn13255|rxn13256;EPISTESTH_SCe|EPISTESTH_SC;iMM904:EPISTESTH_SCe|iMM904:EPISTESTH_SC
rxn13257;Acyl-CoA:ergosterol acyltransferase, yeast-specific;(0.02) cpd00134 + (0.03) cpd00327 + (0.01) cpd01170 + (0.015) cpd01695 + (0.655) cpd15238 + (0.01) cpd15241 + (0.27) cpd15274 <=> cpd00010 + (0.01) cpd16882;(0.02) cpd00134 + (0.03) cpd00327 + (0.01) cpd01170 + (0.015) cpd01695 + (0.655) cpd15238 + (0.01) cpd15241 + (0.27) cpd15274 <=> cpd00010 + (0.01) cpd16882;;;Sterol Metabolism;;;;;;rxn13257;ERGSTAT_SC;iMM904:ERGSTAT_SC
rxn13258;ergosterol ester hydrolase, yeast-specific;cpd00001 + (0.01) cpd16882 <=> cpd00067 + (0.02) cpd00214 + (0.01) cpd01170 + (0.015) cpd03847 + (0.03) cpd11419 + (0.655) cpd15237 + (0.01) cpd15240 + (0.27) cpd15269;cpd00001 + (0.01) cpd16882 <=> (0.02) cpd00214 + (0.01) cpd01170 + (0.015) cpd03847 + (0.03) cpd11419 + (0.655) cpd15237 + (0.01) cpd15240 + (0.27) cpd15269;;;Sterol Metabolism;;;;;;rxn13258|rxn13259;ERGSTESTH_SC|ERGSTESTH_SCe;iMM904:ERGSTESTH_SC|iMM904:ERGSTESTH_SCe
rxn13260;UDP-glucose:ergosterol glucosyltransferase;cpd00026 + cpd01170 <=> cpd00014 + cpd00067 + cpd16881;cpd00026 + cpd01170 <=> cpd00014 + cpd16881;;;Sterol Metabolism;;;;;;rxn13260;ERGSTGLCT;iMM904:ERGSTGLCT
rxn13261;fatty-acyl-ACP hydrolase;cpd00001 + cpd16735 <=> cpd00067 + cpd11493 + cpd16895;cpd00001 + cpd16735 <=> cpd11493 + cpd16895;;;Fatty Acid  Biosynthesis;;;;;;rxn13261;FA141ACPH;iMM904:FA141ACPH
rxn13262;fatty-acyl-ACP mitochondrial transport;cpd16735[m] <=> cpd16735;cpd16735[m] <=> cpd16735;;;Transport, Mitochondrial;;;;;;rxn13262;FA141ACPtm;iMM904:FA141ACPtm
rxn13263;fatty acid peroxisomal transport via ABC system;cpd00001[x] + cpd00002[x] + cpd16893 <=> cpd00008[x] + cpd00009[x] + cpd00067[x] + cpd16893[x];cpd00001[x] + cpd00002[x] + cpd16893 <=> cpd00008[x] + cpd00009[x][x] + cpd16893[x];;;Transport, Peroxisomal;;;;;;rxn13263;FA141COAabcp;iMM904:FA141COAabcp
rxn13264;fatty acid peroxisomal transport;cpd16895 <=> cpd16895[x];cpd16895 <=> cpd16895[x];;;Transport, Peroxisomal;;;;;;rxn13264;FA141tp;iMM904:FA141tp
rxn13265;fatty-acyl-ACP hydrolase;cpd00001 + cpd16716 <=> cpd00067 + cpd11493 + cpd15237;cpd00001 + cpd16716 <=> cpd11493 + cpd15237;;;Fatty Acid  Biosynthesis;;;;;;rxn13265;FA161ACPH;iMM904:FA161ACPH
rxn13266;fatty-acyl-ACP mitochondrial transport;cpd16716[m] <=> cpd16716;cpd16716[m] <=> cpd16716;;;Transport, Mitochondrial;;;;;;rxn13266;FA161ACPtm;iMM904:FA161ACPtm
rxn13267;fatty-acyl-ACP hydrolase;cpd00001 + cpd16889 <=> cpd00067 + cpd11493 + cpd16888;cpd00001 + cpd16889 <=> cpd11493 + cpd16888;;;Fatty Acid  Biosynthesis;;;;;;rxn13267;FA182ACPH;iMM904:FA182ACPH
rxn13268;fatty-acyl-ACP mitochondrial transport;cpd16889[m] <=> cpd16889;cpd16889[m] <=> cpd16889;;;Transport, Mitochondrial;;;;;;rxn13268;FA182ACPtm;iMM904:FA182ACPtm
rxn13269;fatty acyl-CoA peroxisomal transport via ABC system;cpd00001[x] + cpd00002[x] + cpd16890 <=> cpd00008[x] + cpd00009[x] + cpd00067[x] + cpd16890[x];cpd00001[x] + cpd00002[x] + cpd16890 <=> cpd00008[x] + cpd00009[x][x] + cpd16890[x];;;Transport, Peroxisomal;;;;;;rxn13269;FA182COAabcp;iMM904:FA182COAabcp
rxn13270;fatty-acid--CoA ligase (tetradecenoate);cpd00002 + cpd00010 + cpd16895 <=> cpd00012 + cpd00018 + cpd16893;cpd00002 + cpd00010 + cpd16895 <=> cpd00012 + cpd00018 + cpd16893;;;Fatty Acid  Biosynthesis;;;;;;rxn13270;FACOAL141p|FACOAL141;iMM904:FACOAL141p|iMM904:FACOAL141
rxn13271;fatty-acid--CoA ligase (octadecynoate);cpd00002 + cpd00010 + cpd16888 <=> cpd00012 + cpd00018 + cpd16890;cpd00002 + cpd00010 + cpd16888 <=> cpd00012 + cpd00018 + cpd16890;;;Fatty Acid  Biosynthesis;;;;;;rxn13271;FACOAL182;iMM904:FACOAL182
